Hotness01,Song,0.215080320835,000aed3b-9a0f-4cab-a59e-787eec150187,26fa6f5f-7d3d-456e-8cd1-4f06ac341b0f,"Go To Hell",2002,efc59110-fe30-4a1c-aa0d-051be1098137,779f2ddb-ad0a-43c1-bf7d-c2648924d587,"Sick On The Bus",178,"Who R Ya","http://coverartarchive.org/release/5e0792a5-868c-400a-a9a4-694b0bd3c439/5901284292-250.jpg"
Hotness01,Song,0.256866157055,000c5dae-ea69-431e-a13f-9842e0582025,71257ed5-536c-41d6-b105-2ff72274f25a,"Spaced Invader",2000,120c893a-4b99-4e65-865b-634daf57cccd,2f929d46-5246-4cc8-b117-ed899907fad6,"Hatiras",383,"Spaced Invader (Ian Pooley Club Mix)",""
Hotness01,Song,0.526759445667,000f4816-c767-4167-8956-a715c62bfa75,de020ee5-219a-4714-9ef8-0fb33e87af91,"Alien Road",2004,f74bc6d8-9214-4bae-b463-56084129ec42,2ff26748-4e9c-4ac5-861e-997ed82efb7a,"The Last Days Of Jesus",292,"Death Song",""
Hotness01,Song,0.000000000000,0011f989-413d-47c8-94b0-b2deb9f018dd,b9b00cbd-3280-4e0f-8f35-9665ad43a4d3,"Blind Boy Fuller Vol. 3 1937",,aeaff19e-fed1-401e-a12c-cd9484aefba4,d9109c45-ddf6-4481-89ee-d6bee8306db3,"Blind Boy Fuller",160,"Put You Back In The Jail",""
Hotness01,Song,0.000000000000,00144276-b379-450e-bbf1-10b82bbfc3f9,5929772e-beda-463f-8813-5c1a69561ab6,"Match Box Blues",,f1af2cbd-fdb2-424c-a6f9-45c6c9f8c733,e7543947-9735-4fd1-87f8-9c1740fa2cef,"David Evans",250,"Prison Bound Blues",""
Hotness01,Song,0.433005064726,002738ba-8f84-4faf-8ac0-6f633fb0b064,a25b2260-87e3-4427-8d9b-71f8b5b1d600,"What Does It All Mean? - 1983-2006 Retrospective",2003,d29db3d9-b114-4b84-97aa-488676b09409,900041e6-03f9-4bc3-a4cd-68452dd1ea2d,"Steinski",169,"Hot Spot (Terrible Love Mix)",""
Hotness01,Song,0.526837050915,002a5a8a-ea22-4baa-b69c-78ea48f56843,42a32803-fe80-49a2-91fc-265e1509750d,"Getting Ready... (World)",1971,0b06b56c-271c-4837-9eb0-fb2d8bb47efd,d6ae4b23-965f-485a-b2c2-66c43ffaef20,"Freddie King",263,"Five Long Years",""
Hotness01,Song,0.212045401335,00319c90-c42c-4c22-ab5b-cb0d02299e36,87ea22ef-ead0-46fb-81e9-e44b8450cf62,"Azur et Asmar",2006,59d572d5-5682-4859-a2ee-ab4a9c683e63,a2dc0b52-1057-447f-89db-818acab15299,"Gabriel Yared",53,"La cl parfume",""
Hotness01,Song,0.000000000000,0040523f-371b-45e5-a086-844e0456c6f9,cbdffd15-6fbf-4e9c-aa63-505a13b9d76e,"Better Be Good",1977,b894da73-84a7-4d27-8e35-20eec11637a6,76f18c18-58df-47f9-9274-d3368d25129a,"The Real Kids",263,"Just Like Darts",""
Hotness01,Song,0.566988468170,004523d4-9694-4854-bc8b-a0cc3d5f65b4,2549ad86-625c-4cff-9bd3-0c497932f89f,"Alright_ Still (Deluxe)",2006,b57af65e-7ba1-4e7b-8bde-307442bc22de,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,"Lily Allen",264,"U Killed It",""
